129,119,119,129,129,149,149,,,129,129,129,129,129,129,129,,,,,,,,,,,,
28,29,30,31,,,,,,25,26,27,28,29,,,,,,,,,,,,,,
129,139,139,139,,,,,,129,129,129,129,129,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORONTO,,,,,,,MAR,,TORONTO,,,,,,,APR,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,,,,,,,,,,
,,,,,1,2,,,,1,2,3,4,5,6,,,,,,,,,,,,
"ALL PRICING INCREASED TO 149 AND 179 ON 30,31 AND 1ST UP TO SEPT",,,,,179,149,,,,179,149,149,149,149,149,,,,,,,,,,,,
3,4,5,6,7,8,9,,,7,8,9,10,11,12,13,,,,,,,,,,,,
149,149,149,149,149,149,149,,,149,149,149,149,149,149,149,,,,,,,,,,,,
10,11,12,13,14,15,16,,,14,15,16,17,18,19,20,,,,,,,,,,,,
149,149,149,149,149,149,149,,,149,149,149,149,149,149,149,,,,,,,,,,,,
17,18,19,20,21,22,23,,,21,22,23,24,25,26,27,,,,,,,,,,,,
149,149,149,149,149,149,149,,,149,149,149,149,149,149,149,,,,,,,,,,,,
24,25,26,27,28,29,30,,,28,29,30,,,,,,,,,,,,,,,,
149,149,149,149,149,149,179,,,149,149,179,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONCTON,,,,,,,MAY,,MONCTON,,,,,,,JUN,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,,,,,,,,,,
,,,1,2,3,4,,,,,,,,,1,,,,,,,,,,,,
,,,179,149,149,149,,,,,,,,,179,,,,,,,,,,,,
5,6,7,8,9,10,11,,,2,3,4,5,6,7,8,,,,,,,,,,,,
149,149,149,149,149,149,149,,,179,179,179,179,179,179,179,,,,,,,,,,,,
12,13,14,15,16,17,18,,,9,10,11,12,13,14,15,,,,,,,,,,,,
149,149,149,149,149,149,149,,,179,179,179,179,179,179,179,,,,,,,,,,,,
19,20,21,22,23,24,25,,,16,17,18,19,20,21,22,,,,,,,,,,,,
149,149,149,149,149,149,149,,,179,179,179,179,179,179,179,,,,,,,,,,,,
26,27,28,29,30,31,,,,23,24,25,26,27,28,29,,,,,,,,,,,,
149,149,149,149,179,179,,,,179,179,179,179,179,179,179,,,,,,,,,,,,
,,,,,,,,,30,,,,,,,,,,,,,,,,,,
,,,,,,,,,179,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONCTON,,,,,,,JUL,,MONCTON,,,,,,,AUG,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,,,,,,,,,,
,1,2,3,4,5,6,,,,,,,1,2,3,,,,,,,,,,,,
,189,189,179,179,199,179,,,,,,,229,179,209,,,,,,,,,,,,
7,8,9,10,11,12,13,,,4,5,6,7,8,9,10,,,,,,,,,,,,
179,179,179,179,179,179,179,,,179,179,179,179,189,179,199,,,,,,,,,,,,
14,15,16,17,18,19,20,,,11,12,13,14,15,16,17,,,,,,,,,,,,
179,179,179,179,179,179,179,,,139,139,139,139,139,139,139,,,,,,,,,,,,
21,22,23,24,25,26,27,,,18,19,20,21,22,23,24,,,,,,,,,,,,
179,209,179,189,179,179,209,,,139,139,139,139,139,139,139,,,,,,,,,,,,
28,29,30,31,,,,,,25,26,27,28,29,30,31,,,,,,,,,,,,
179,179,179,209,,,,,,139,139,139,139,139,179,179,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONCTON,,,,,,,SEP,,MONCTON,,,,,,,OCT,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,,,,,,,,,,
1,2,3,4,5,6,7,,,,,1,2,3,4,5,,,,,,,,,,,,
179,139,139,139,139,139,139,,,,,179,139,139,139,139,,,,,,,,,,,,
8,9,10,11,12,13,14,,,6,7,8,9,10,11,12,,,,,,,,,,,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,,,,,,,,,,,
15,16,17,18,19,20,21,,,13,14,15,16,17,18,19,,,,,,,,,,,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,,,,,,,,,,,
22,23,24,25,26,27,28,,,20,21,22,23,24,25,26,,,,,,,,,,,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,,,,,,,,,,,
29,30,,,,,,,,27,28,29,30,31,,,,,,,,,,,,,,
179,179,,,,,,,,139,139,139,179,179,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONCTON,,,,,,,NOV,,MONCTON,,,,,,,DEC,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,,,,,,,,,,
,,,,,1,2,,,1,2,3,4,5,6,7,,,,,,,,,,,,
,,,,,139,139,,,139,139,139,139,139,139,139,,,,,,,,,,,,
3,4,5,6,7,8,9,,,8,9,10,11,12,13,14,,,,,,,,,,,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,,,,,,,,,,,
10,11,12,13,14,15,16,,,15,16,17,18,19,20,21,,,,,,,,,,,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,,,,,,,,,,,
17,18,19,20,21,22,23,,,22,23,24,25,26,27,28,,,,,,,,,,,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,,,,,,,,,,,
24,25,26,27,28,29,30,,,29,30,31,,,,29,,,,,,,,,,,,
139,139,139,139,139,139,139,,,139,139,139,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONCTON,,,,,,,JAN,,MONCTON,,,,,,,FEB,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,,,,,,,,,,
,,,1,2,3,4,,,,,,,,,1,,,,,,,,,,,,
,,,139,139,139,139,,,,,,,,,139,,,,,,,,,,,,
5,6,7,8,9,10,11,,,2,3,4,5,6,7,8,,,,,,,,,,,,
149,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,,,,,,,,,,,
12,13,14,15,16,17,18,,,9,10,11,12,13,14,15,,,,,,,,,,,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,,,,,,,,,,,
19,20,21,22,23,24,25,,,16,17,18,19,20,21,22,,,,,,,,,,,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,,,,,,,,,,,
26,27,28,29,30,31,,,,23,24,25,26,27,28,,,,,,,,,,,,,
139,139,139,139,139,139,,,,139,139,139,139,139,139,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONCTON,,,,,,,MAR,,MONCTON,,,,,,,APR,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,,,,,,,,,,
,,,,,,1,,,,,1,2,3,4,5,,,,,,,,,,,,
,,,,,,149,,,,,149,139,139,139,139,,,,,,,,,,,,
2,3,4,5,6,7,8,,,6,7,8,9,10,11,12,,,,,,,,,,,,
139,139,139,139,139,139,139,,,149,149,149,149,149,149,149,,,,,,,,,,,,
9,10,11,12,13,14,15,,,13,14,15,16,17,18,19,,,,,,,,,,,,
149,149,149,149,149,149,149,,,149,149,149,149,149,149,149,,,,,,,,,,,,
16,17,18,19,20,21,22,,,20,21,22,23,24,25,26,,,,,,,,,,,,
149,149,149,149,149,149,149,,,149,149,149,149,149,149,149,,,,,,,,,,,,
23,24,25,26,27,28,29,,,27,28,29,30,,,,,,,,,,,,,,,
149,149,149,149,149,149,149,,,149,149,149,179,,,,,,,,,,,,,,,
30,31,,,,,,,,,,,,,,,,,,,,,,,,,,
149,179,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONCTON,,1 HR MIN STARTING AT 179/HR ,,,,,MAY,,MONCTON,,1 HR MIN STARTING AT 179/HR ,,,,,JUN,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,,,,,,,,,,
,,,,1,2,3,,,1,2,3,4,5,6,7,,,,,,,,,,,,
,,,,179,169,169,,,179,169,169,149,149,149,149,,,,,,,,,,,,
4,5,6,7,8,9,10,,,8,9,10,11,12,13,14,,,,,,,,,,,,
149,149,149,149,149,149,149,,,149,149,149,149,149,149,149,,,,,,,,,,,,
11,12,13,14,15,16,17,,,15,16,17,18,19,20,21,,,,,,,,,,,,
149,149,149,149,149,149,149,,,149,149,149,149,149,149,149,,,,,,,,,,,,
18,19,20,21,22,23,24,,,22,23,24,25,26,27,28,,,,,,,,,,,,
149,149,149,149,149,149,149,,,149,149,149,149,149,159,159,,,,,,,,,,,,
25,26,27,28,29,30,31,,,29,30,,,,,29,,,,,,,,,,,,
149,149,159,159,159,179,179,,,159,179,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONCTON,,1 HR MIN STARTING AT 179/HR ,,,,,JUL,,MONCTON,,1 HR MIN STARTING AT 179/HR ,,,,,AUG,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,,,,,,,,,,
,,1,2,3,4,5,,,,,,,,1,2,,,,,,,,,,,,
,,179,169,169,149,149,,,,,,,,189,179,,,,,,,,,,,,
6,7,8,9,10,11,12,,,3,4,5,6,7,8,9,,,,,,,,,,,,
149,149,149,149,149,149,149,,,179,159,159,159,159,159,159,,,,,,,,,,,,
13,14,15,16,17,18,19,,,10,11,12,13,14,15,16,,,,,,,,,,,,
149,149,149,159,159,159,159,,,159,159,159,159,159,159,159,,,,,,,,,,,,
20,21,22,23,24,25,26,,,17,18,19,20,21,22,23,,,,,,,,,,,,
159,159,159,159,159,159,159,,,159,159,159,159,159,159,159,,,,,,,,,,,,
27,28,29,30,31,,,,,24,25,26,27,28,29,30,,,,,,,,,,,,
169,169,169,189,189,,,,,159,159,159,169,169,169,189,,,,,,,,,,,,
,,,,,,,,,31,,,,,,,,,,,,,,,,,,
,,,,,,,,,189,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONCTON,,1 HR MIN STARTING AT 179/HR ,,,,,SEP,,MONCTON,,1 HR MIN STARTING AT 179/HR ,,,,,OCT,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,,,,,,,,,,
,1,2,3,4,5,6,,,,,,1,2,3,4,,,,,,,,,,,,
,189,179,179,159,159,159,,,,,,189,179,179,159,,,,,,,,,,,,
7,8,9,10,11,12,13,,,5,6,7,8,9,10,11,,,,,,,,,,,,
159,159,159,159,159,159,159,,,159,159,159,159,159,159,159,,,,,,,,,,,,
14,15,16,17,18,19,20,,,12,13,14,15,16,17,18,,,,,,,,,,,,
159,159,159,159,159,159,159,,,159,159,159,159,159,159,159,,,,,,,,,,,,
21,22,23,24,25,26,27,,,19,20,21,22,23,24,25,,,,,,,,,,,,
159,159,159,159,159,159,169,,,159,159,159,159,159,159,159,,,,,,,,,,,,
28,29,30,,,,,,,26,27,28,27,30,31,,,,,,,,,,,,,
169,169,189,,,,,,,159,169,169,169,189,189,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONCTON,,1 HR MIN STARTING AT 179/HR ,,,,,NOV,,MONCTON,,1 HR MIN STARTING AT 179/HR ,,,,,DEC,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,,,,,,,,,,
,,,,,,1,,,,1,2,3,4,5,6,,,,,,,,,,,,
,,,,,,189,,,,189,179,179,159,159,159,,,,,,,,,,,,
2,3,4,5,6,7,8,,,7,8,9,10,11,12,13,,,,,,,,,,,,
179,179,159,159,159,159,159,,,159,159,159,159,159,159,159,,,,,,,,,,,,
9,10,11,12,13,14,15,,,14,15,16,17,18,19,20,,,,,,,,,,,,
159,159,159,159,159,159,159,,,159,159,159,159,159,159,159,,,,,,,,,,,,
16,17,18,19,20,21,22,,,21,22,23,24,25,26,27,,,,,,,,,,,,
159,159,159,159,159,159,159,,,159,159,159,159,159,159,169,,,,,,,,,,,,
23,24,25,26,27,28,29,,,28,29,30,31,,,,,,,,,,,,,,,
159,159,159,159,169,169,169,,,169,169,189,189,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,,,,,,,,,,,,,,,,,,,,,,,,,,
