 ,,,,,,,,,,,,,,,,,,
169,169,159,169,,,,,,139,139,139,139,139,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
VANCOUVER,,,,,,,MAR,,VANCOUVER,,,,,,,APR,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,,,,1,2,,,,1,2,3,4,5,6,,,
,,,,,139,139,,,,169,159,159,159,159,159,,,
3,4,5,6,7,8,9,,,7,8,9,10,11,12,13,,,
139,139,139,139,"ALL PRICING INCREASED TO 159 AND 169 ON 30,31 AND 1ST UP TO SEPT",159,159,,,159,159,159,159,159,159,159,,,
10,11,12,13,14,15,16,,,14,15,16,17,18,19,20,,,
159,159,159,159,159,159,159,,,159,159,159,159,159,159,159,,,
17,18,19,20,21,22,23,,,21,22,23,24,25,26,27,,,
159,159,159,159,159,159,159,,,159,159,159,159,159,159,159,,,
24,25,26,27,28,29,30,,,28,29,30,,,,,,,
159,159,159,159,159,159,169,,,159,159,169,,,,,,,
31,,,,,,,,,,,,,,,,,,
169,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
VANCOUVER,,,,,,,MAY,,VANCOUVER,,,,,,,JUN,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,,1,2,3,4,,,,,,,,,1,,,
,,,169,159,159,159,,,,,,,,,179,,,
5,6,7,8,9,10,11,,,2,3,4,5,6,7,8,,,
159,159,159,159,159,159,159,,,169,169,169,169,169,169,169,,,
12,13,14,15,16,17,18,,,9,10,11,12,13,14,15,,,
159,159,159,159,159,159,159,,,169,169,169,169,169,169,169,,,
19,20,21,22,23,24,25,,,16,17,18,19,20,21,22,,,
159,159,159,159,159,159,159,,,169,169,169,169,169,169,169,,,
26,27,28,29,30,31,,,,23,24,25,26,27,28,29,,,
159,159,159,159,169,169,,,,169,169,169,169,169,169,169,,,
,,,,,,,,,30,,,,,,,,,
,,,,,,,,,179,,,,,,,,,
,,,,,,,,,,,,,,,,,,
VANCOUVER,,,,,,,JUL,,VANCOUVER,,,,,,,AUG,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,1,2,3,4,5,6,,,,,,,1,2,3,,,
,219/199,169,169,169,169,199,,,,,,,209,169,169,,,
7,8,9,10,11,12,13,,,4,5,6,7,8,9,10,,,
169,169,169,169,169,189,189,,,169,169,169,169,169,169,169,,,
14,15,16,17,18,19,20,,,11,12,13,14,15,16,17,,,
169,169,169,169,169,169,169,,,169,169,169,189,189,199,189,,,
21,22,23,24,25,26,27,,,18,19,20,21,22,23,24,,,
189,169,169,169,169,199,199,,,169,169,199,199,199,209,209,,,
28,29,30,31,,,,,,25,26,27,28,29,30,31,,,
169,209,209,199,,,,,,209,199,199,249,259,259,259,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
VANCOUVER,,,,,,,SEP,,VANCOUVER,,,,,,,OCT,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
1,2,3,4,5,6,7,,,,,1,2,3,4,5,,,
259,199,199,199,169,189,189,,,,,199,189,189,189,189,,,
8,9,10,11,12,13,14,,,6,7,8,9,10,11,12,,,
169,169,169,169,189,209,199,,,149,149,149,149,189,149,159,,,
15,16,17,18,19,20,21,,,13,14,15,16,17,18,19,,,
199,169,169,169,169,169,169,,,149,149,199,149,199,199,199,,,
22,23,24,25,26,27,28,,,20,21,22,23,24,25,26,,,
169,169,169,169,169,229,199,,,199,149,149,149,199,229,229,,,
29,30,,,,,,,,27,28,29,30,31,,,,,
199,229,,,,,,,,229,229,209,229,209,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
VANCOUVER,,,,,,,NOV,,VANCOUVER,,,,,,,DEC,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,,,,1,2,,,1,2,3,4,5,6,7,,,
,,,,,209,169,,,189,159/149,139,149,149,149,159,,,
3,4,5,6,7,8,9,,,8,9,10,11,12,13,14,,,
149,199,199,149,149,179,179,,,149,149,149,149,169,179,179,,,
10,11,12,13,14,15,16,,,15,16,17,18,19,20,21,,,
149,149,149,179,149,199,159,,,199,179,179,149,179,189,189,,,
17,18,19,20,21,22,23,,,22,23,24,25,26,27,28,,,
149,149,149,149,149,149,179,,,149,189,149,149,149,149,179,,,
24,25,26,27,28,29,30,,,29,30,31,,,,29,,,
179,149,149,149,209,209,209,,,179,189,189,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
2025,,,,,,,,,,,,,,,,,,
VANCOUVER,,1 HR MIN STARTING AT 179/HR NO DISCOUNTS,,,,,JAN,,VANCOUVER,,1 HR MIN STARTING AT 179/HR NO DISCOUNTS,,,,,FEB,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,,1,2,3,4,,,,,,,,,1,,,
,,,149,189,139,139,,,,,,,,,169,,,
5,6,7,8,9,10,11,,,2,3,4,5,6,7,8,,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,149,,,
12,13,14,15,16,17,18,,,9,10,11,12,13,14,15,,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,149,,,
19,20,21,22,23,24,25,,,16,17,18,19,20,21,22,,,
139,139,149,149,149,149,159,,,149,149,149,149,149,149,159,,,
26,27,28,29,30,31,,,,23,24,25,26,27,28,,,,
149,149,159,159,179,179,,,,139,149,169,169,209,209,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
VANCOUVER,,1 HR MIN STARTING AT 179/HR NO DISCOUNTS,,,,,MAR,,VANCOUVER,,1 HR MIN STARTING AT 179/HR NO DISCOUNTS,,,,,APR,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,,,,,1,,,,,1,2,3,4,5,,,
,,,,,,179,,,,,189,159,149,149,179,,,
2,3,4,5,6,7,8,,,6,7,8,9,10,11,12,,,
149,149,149,149,149,149,159,,,149,149,149,149,149,149,159,,,
9,10,11,12,13,14,15,,,13,14,15,16,17,18,19,,,
149,149,149,149,149,149,199,,,149,159,159,159,209,159,169,,,
16,17,18,19,20,21,22,,,20,21,22,23,24,25,26,,,
149,149,149,149,149,189,159,,,159,159,159,159,159,189,189,,,
23,24,25,26,27,28,29,,,27,28,29,30,,,,,,
149,149,149,189,189,209,209,,,209,199,199,199,,,,,,
30,31,,,,,,,,,,,,,,,,,
189,189,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
VANCOUVER,,1 HR MIN STARTING AT 179/HR ,,,,,MAY,,VANCOUVER,,1 HR MIN STARTING AT 179/HR ,,,,,JUN,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,,,1,2,3,,,1,2,3,4,5,6,7,,,
,,,,209,189,179,,,249,169,199,179,159,159,169,,,
4,5,6,7,8,9,10,,,8,9,10,11,12,13,14,,,
159,159,159,159,159,159,169,,,159,159,189,159,159,159,169,,,
11,12,13,14,15,16,17,,,15,16,17,18,19,20,21,,,
159,159,159,159,199,159,199,,,199,159,159,159,159,199,199,,,
18,19,20,21,22,23,24,,,22,23,24,25,26,27,28,,,
199,159,159,159,159,199,169,,,159,199,159,199,229,229,269,,,
25,26,27,28,29,30,31,,,29,30,,,,,,,,
159,199,199,199,229,249,229,,,249,249,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
VANCOUVER,,1 HR MIN STARTING AT 179/HR ,,,,,JUL,,VANCOUVER,,1 HR MIN STARTING AT 179/HR ,,,,,AUG,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,1,2,3,4,5,,,,,,,,1,2,,,
,,249,169,169,199,179,,,,,,,,249,189,,,
6,7,8,9,10,11,12,,,3,4,5,6,7,8,9,,,
169,169,169,169,169,199,179,,,179,199,179,179,179,179,189,,,
13,14,15,16,17,18,19,,,10,11,12,13,14,15,16,,,
169,169,199,169,169,199,229,,,179,199,179,179,179,229,239,,,
20,21,22,23,24,25,26,,,17,18,19,20,21,22,23,,,
199,169,199,199,229,229,229,,,179,179,179,199,199,209,209,,,
27,28,29,30,31,,,,,24,25,26,27,28,29,30,,,
189,239,239,239,249,,,,,209,209,179,229,249,249,249,,,
,,,,,,,,,31,,,,,,,,,
,,,,,,,,,249,,,,,,,,,
,,,,,,,,,,,,,,,,,,
VANCOUVER,,1 HR MIN STARTING AT 179/HR ,,,,,SEP,,VANCOUVER,,1 HR MIN STARTING AT 179/HR ,,,,,OCT,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,1,2,3,4,5,6,,,,,,1,2,3,4,,,
,199,199,179,199,169,149,,,,,,179,179,179,189,,,
7,8,9,10,11,12,13,,,5,6,7,8,9,10,11,,,
179,169,149,149,149,179,179,,,149,159,159,159,159,159,169,,,
14,15,16,17,18,19,20,,,12,13,14,15,16,17,18,,,
199,199,149,169,169,179,199,,,149,159,159,159,159,159,169,,,
21,22,23,24,25,26,27,,,19,20,21,22,23,24,25,,,
149,149,149,149,149,169,199,,,149,159,159,159,159,159,169,,,
28,29,30,,,,,,,26,27,28,27,30,31,,,,
169,199,179,,,,,,,149,169,169,169,179,179,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
VANCOUVER,,1 HR MIN STARTING AT 179/HR ,,,,,NOV,,VANCOUVER,,1 HR MIN STARTING AT 179/HR ,,,,,179,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,,,,,1,,,,1,2,3,4,5,6,,,
,,,,,,179,,,,189,169,159,159,159,169,,,
2,3,4,5,6,7,8,,,7,8,9,10,11,12,13,,,
149,159,159,159,159,159,169,,,149,149,149,149,149,149,159,,,
9,10,11,12,13,14,15,,,14,15,16,17,18,19,20,,,
149,159,159,159,159,159,169,,,149,149,149,149,149,149,159,,,
16,17,18,19,20,21,22,,,21,22,23,24,25,26,27,,,
149,159,159,159,159,159,169,,,149,149,149,169,169,149,179,,,
23,24,25,26,27,28,29,,,28,29,30,31,,,,,,
149,159,159,159,159,159,179,,,149,159,159,189,,,,,,
30,,,,,,,,,,,,,,,,,,
179,,,,,,,,,,,,,,,,,,
