,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,,,,,,,1,2,3,,UPDATE JUNE 29: WATERLOO $139/H (left nov and dec since its winter),
,149,139,139,139,139,149,,,,,,,159,139,139,,,
7,8,9,10,11,12,13,,,4,5,6,7,8,9,10,,,
139,139,139,139,139,139,149,,,139,139,139,139,139,139,139,,,
14,15,16,17,18,19,20,,,11,12,13,14,15,16,17,,,
139,139,139,139,139,139,149,,,139,139,139,139,139,139,139,,,
21,22,23,24,25,26,27,,,18,19,20,21,22,23,24,,,
139,139,139,139,139,139,149,,,139,139,139,139,139,139,139,,,
28,29,30,31,,,,,,25,26,27,28,29,30,,,,
139,139,149,149,,,,,,139,139,139,139,139,159,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
WATERLOO,,,,,,,JUL,,OTTAWA,,,,,,,AUG,,
,,,,,,,,,,,,,,,,,ONLY 3 MEN CREW TRUCKS AVAILABLE FOR LONG DISTANCE! OFFER 4TH GUY FOR A LOCAL MOVE ONLY! FOR LONG DISTANCE YOU CAN OFFER 4TH GUY TO HELP LOADING LOCALLY. OFFLOAD MUST BE 3 SINCE ONLY 3 CAN SIT IN THE TRUCK. ,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,,,,,1,,,,,1,2,3,4,5,,,
,,,,,,149,,,,,159,139,139,139,149,,,
2,3,4,5,6,7,8,,,6,7,8,9,10,11,12,,,
139,139,139,139,139,139,149,,,139,139,139,139,139,129,129,,,
9,10,11,12,13,14,15,,,13,14,15,16,17,18,19,,,
139,139,139,139,139,139,149,,,119,119,119,119,119,119,129,,,
16,17,18,19,20,21,22,,,20,21,22,23,24,25,26,,,
139,139,139,139,139,139,149,,,119,119,119,119,119,119,129,,,
23,24,25,26,27,28,29,,,27,28,29,30,31,,,,,
139,139,139,139,139,139,149,,,119,119,119,129,129,,,,,
30,31,,,,,,,,,,,,,,,,,
149,149,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
WATERLOO,,,,,,,SEP,,OTTAWA,,,,,,,OCT,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,,,,1,2,,,1,2,3,4,5,6,7,,,
,,,,,149,149,,,149,139,139,139,139,119,119,,,
3,4,5,6,7,8,9,,,8,9,10,11,12,13,14,,,
139,139,139,139,139,139,149,,,119,119,139,139,139,139,139,,,
10,11,12,13,14,15,16,,,15,16,17,18,19,20,21,,,
139,139,139,139,139,139,149,,,139,139,129,129,129,119,119,,,
17,18,19,20,21,22,23,,,22,23,24,25,26,27,28,,,
139,139,139,139,139,139,149,,,119,119,119,139,139,139,149,,,
24,25,26,27,28,29,30,,,29,30,31,,,,,,,
149,149,149,149,149,159,159,,,139,149,149,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,, ,,,,,,
,,,,,,,,,,,,,,,,,,
WATERLOO,,,,,,,NOV,,OTTAWA,,,,,,,DEC,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,,1,2,3,4,,,,,,,,1,2,,,
,,,139,129,129,129,,,,,,,,149,149,,,
5,6,7,8,9,10,11,,,3,4,5,6,7,8,9,,,
129,129,129,129,129,129,129,,,119,119,119,119,119,149,149,,,
12,13,14,15,16,17,18,,,10,11,12,13,14,15,16,,,
129,129,129,129,129,129,129,,,149,119,119,119,149,149,119,,,
19,20,21,22,23,24,25,,,17,18,19,20,21,22,23,,,
129,129,129,129,129,129,139,,,119,119,149,149,129,149,149,,,
26,27,28,29,30,,,,,24,25,26,27,28,29,30,,,
129,129,129,139,139,,,,,149,119,119,119,149,149,149,,,
,,,,,,,,,31,,,,,,,,,
,,,,,,,,,129,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,1 Truck,  2   >   3   >   4,,2 Trucks,  4   >   5   >   6,,,,IMPORTANT NOTES,,,,,,,,,
,, ,,, ,,,,,,,,,,,,,
,, ,,, ,,,,,,,,,,,,,
,, ,,, ,,,,ONLY 3 MEN CREW TRUCKS AVAILABLE FOR LONG DISTANCE! OFFER 4TH GUY FOR A LOCAL MOVE ONLY! FOR LONG DISTANCE YOU CAN OFFER 4TH GUY TO HELP LOADING LOCALLY. OFFLOAD MUST BE 3 SINCE ONLY 3 CAN SIT IN THE TRUCK. ,,,,,,,,,
,,149 > 209 > 289,,,298 > 358 > 418,,,,,,,,,,,,,
,,159 > 219 > 299,,,318 > 378 > 438,,,,,,,,,,,,,
,,169 > 229 > 309,,,338 > 398 > 458,,,,,,,,,,,,,
,,179 > 239 > 319,,,358 > 418 > 478,,,,,,,,,,,,,
,,189 > 249 > 329,,,378 > 438 > 498,,,,,,,,,,,,,
,,199 > 259 > 339,,,398 > 458 > 518,,,,,,,,,,,,,
,,209 > 269 > 349,,,418 > 478 > 538,,,,,,,,,,,,,
,,219 > 279 > 359,,,438 > 498 > 558,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,2025 CALENDAR ACTIVE AS OF JAN 06,,,,,,,,,
,,,,,,,,,,,,,,,,,,
WATERLOO,,,,,,,JAN,,WATERLOO,,,,,,,FEB,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,1,2,3,4,5,6,,,,,,,1,2,3,,,
,129,129,129,139,129,129,,,,,,,159,159,159,,,
7,8,9,10,11,12,13,,,4,5,6,7,8,9,10,,,
129,129,139,139,139,139,139,,,139,139,139,139,139,149,139,,,
14,15,16,17,18,19,20,,,11,12,13,14,15,16,17,,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,,
21,22,23,24,25,26,27,,,18,19,20,21,22,23,24,,,
139,139,139,139,139,159,149,,,139,139,139,139,139,139,139,,,
28,29,30,31,,,,,,25,26,27,28,29,,,,,
139,149,149,149,,,,,,139,139,139,139,139,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
WATERLOO,,,,,,,MAR,,WATERLOO,,,,,,,APR,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,,,,1,2,,,,1,2,3,4,5,6,,,
,,,,,159,139,,,,169,159,159,159,159,169,,,
3,4,5,6,7,8,9,,,7,8,9,10,11,12,13,,,
139,139,149,149,149,149,159,,,159,159,159,159,159,159,169,,,
10,11,12,13,14,15,16,,,14,15,16,17,18,19,20,,,
149,149,149,149,149,149,159,,,159,159,159,159,159,159,169,,,
17,18,19,20,21,22,23,,,21,22,23,24,25,26,27,,,
149,149,149,149,149,149,159,,,159,159,159,159,159,159,169,,,
24,25,26,27,28,29,30,,,28,29,30,,,,,,,
149,149,149,159,159,159,169,,,169,169,169,,,,,,,
31,,,,,,,,,,,,,,,,,,
169,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
WATERLOO,,,,,,,MAY,,WATERLOO,,,,,,,JUN,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,,1,2,3,4,,,,,,,,,1,,,
,,,169,159,149,169,,,,,,,,,179,,,
5,6,7,8,9,10,11,,,2,3,4,5,6,7,8,,,
169,159,159,159,159,159,169,,,169,159,159,159,159,159,169,,,
,13,14,15,16,17,18,,,9,10,11,12,13,14,15,,,
169,159,159,159,159,159,169,,,169,159,159,159,159,159,169,,,
19,20,21,22,23,24,25,,,16,17,18,19,20,21,22,,,
169,159,159,159,159,159,169,,,169,159,159,159,159,159,169,,,
26,27,28,29,30,31,,,,23,24,25,26,27,28,29,,,
169,159,159,159,169,179,,,,169,159,159,159,169,169,169,,,
,,,,,,,,,30,,,,,,,,,
,,,,,,,,,179,,,,,,,,,
,,,,,,,,,,,,,,,,,,
WATERLOO,,,,,,,JUL,,WATERLOO,,,,,,,AUG,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,1,2,3,4,5,6,,,,,,,1,2,3,,,
,169,159,159,159,159,169,,,,,,,169,149,169,,,
7,8,9,10,11,12,13,,,4,5,6,7,8,9,10,,,
169,159,159,159,159,159,169,,,169,159,159,159,159,159,169,,,
14,15,16,17,18,19,20,,,169,12,13,14,15,16,17,,,
169,159,159,159,159,159,169,,,169,159,159,159,159,159,169,,,
21,22,23,24,25,26,27,,,18,19,20,21,22,23,24,,,
169,159,159,159,159,159,169,,,169,159,159,159,159,159,169,,,
28,29,30,31,,,,,,25,26,27,28,29,30,31,,,
169,159,179,179,,,,,,169,159,159,169,169,179,179,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,, 
WATERLOO,,,,,,,SEP,,WATERLOO,,,,,,,OCT,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
1,2,3,4,5,6,7,,,,,1,2,3,4,5,,,
179,159,159,159,159,159,169,,,,,149,149,149,149,159,,,
8,9,10,11,12,13,14,,,6,7,8,9,10,11,12,,,
169,159,159,159,159,159,169,,,149,149,149,149,149,149,159,,,
15,16,17,18,19,20,21,,,13,14,15,16,17,18,19,,,
169,159,159,159,159,159,169,,,149,149,149,149,149,149,159,,,
22,23,24,25,26,27,28,,,20,21,22,23,24,25,26,,,
169,159,159,159,159,159,169,,,149,149,149,149,149,149,159,,,
29,30,,,,,,,,27,28,29,30,31,,,,,
169,169,,,,,,,,149,149,149,149,159,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
WATERLOO,,,,,,,NOV,,WATERLOO,,,,,,,DEC,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,,,,1,2,,,1,2,3,4,5,6,7,,,
,,,,,139,139,,,159,149,149,149,149,149,159,,,
3,4,5,6,7,8,9,,,8,9,10,11,12,13,14,,,
139,139,139,139,139,139,139,,,159,149,149,149,149,149,159,,,
10,11,12,13,14,15,16,,,15,16,17,18,19,20,21,,,
139,149,149,149,149,149,159,,,169,159,159,159,159,159,169,,,
17,18,19,20,21,22,23,,,22,23,24,25,26,27,28,,,
159,149,149,149,149,149,159,,,169,159,159,159,159,159,179,,,
24,25,26,27,28,29,30,,,29,30,31,,,,29,,,
159,149,149,149,149,149,159,,,179,179,179,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
2025,,,,,,,,,,,,,,,,,,
WATERLOO,,1 HR MIN STARTING AT 179/HR NO DISCOUNTS,,,,,JAN,,WATERLOO,,1 HR MIN STARTING AT 179/HR NO DISCOUNTS,,,,,FEB,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,,1,2,3,4,,,,,,,,,1,,,
,,,179,149,149,169,,,,,,,,,179,,,
5,6,7,8,9,10,11,,,2,3,4,5,6,7,8,,,
169,149,149,149,149,149,169,,,179,159,159,159,159,159,179,,,
12,13,14,15,16,17,18,,,9,10,11,12,13,14,15,,,
169,149,149,149,149,149,169,,,179,159,159,159,159,159,179,,,
19,20,21,22,23,24,25,,,16,17,18,19,20,21,22,,,
169,149,149,149,149,149,169,,,179,159,159,159,159,159,179,,,
26,27,28,29,30,31,,,,23,24,25,26,27,28,,,,
169,149,149,149,179,179,,,,179,159,159,159,179,179,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
WATERLOO,,1 HR MIN STARTING AT 179/HR NO DISCOUNTS,,,,,MAR,,WATERLOO,,1 HR MIN STARTING AT 179/HR NO DISCOUNTS,,,,,APR,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,,,,,1,,,,,1,2,3,4,5,,,
,,,,,,179,,,,,179,169,169,169,179,,,
2,3,4,5,6,7,8,,,6,7,8,9,10,11,12,,,
179,169,169,169,169,169,179,,,179,169,169,169,169,169,179,,,
9,10,11,12,13,14,15,,,13,14,15,16,17,18,19,,,
179,169,169,169,169,169,179,,,179,169,169,169,169,169,179,,,
16,17,18,19,20,21,22,,,20,21,22,23,24,25,26,,,
179,169,169,169,169,169,179,,,179,169,169,169,169,169,179,,,
23,24,25,26,27,28,29,,,27,28,29,30,,,,,,
179,169,169,169,169,169,179,,,189,189,189,189,,,,,,
30,31,,,,,,,,,,,,,,,,,
189,189,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
WATERLOO,,1 HR MIN STARTING AT 179/HR,,,,,MAY,,WATERLOO,,1 HR MIN STARTING AT 179/HR,,,,,JUN,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,,,1,2,3,,,1,2,3,4,5,6,7,,,
,,,,189,189,189,,,199,179,179,179,179,179,189,,,
4,5,6,7,8,9,10,,,8,9,10,11,12,13,14,,,
189,179,179,179,179,179,189,,,189,179,179,179,179,179,189,,,
11,12,13,14,15,16,17,,,15,16,17,18,19,20,21,,,
189,179,179,179,179,179,189,,,189,179,179,179,179,179,189,,,
18,19,20,21,22,23,24,,,22,23,24,25,26,27,28,,,
189,179,179,179,179,179,189,,,189,179,179,179,179,179,199,,,
25,26,27,28,29,30,31,,,29,30,,,,,29,,,
189,179,179,179,179,199,199,,,199,199,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
WATERLOO,,1 HR MIN STARTING AT 179/HR,,,,,JUL,,WATERLOO,,1 HR MIN STARTING AT 179/HR,,,,,AUG,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,1,2,3,4,5,,,,,,,,1,2,,,
,,209,209,189,189,199,,,,,,,,209,209,,,
6,7,8,9,10,11,12,,,3,4,5,6,7,8,9,,,
199,189,189,189,189,189,199,,,199,189,189,189,189,189,199,,,
13,14,15,16,17,18,19,,,10,11,12,13,14,15,16,,,
199,189,189,189,189,189,199,,,199,189,189,189,189,189,199,,,
20,21,22,23,24,25,26,,,17,18,19,20,21,22,23,,,
199,189,189,189,189,189,199,,,199,189,189,189,189,169,179,,,
27,28,29,30,31,,,,,24,25,26,27,28,29,30,,,
199,189,209,209,209,,,,,179,189,189,189,209,209,189,,,
,,,,,,,,,31,,,,,,,,,
,,,,,,,,,189,,,,,,,,,
,,,,,,,,,,,,,,,,,,
WATERLOO,,1 HR MIN STARTING AT 179/HR,,,,,SEP,,WATERLOO,,1 HR MIN STARTING AT 179/HR,,,,,OCT,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,1,2,3,4,5,6,,,,,,1,2,3,4,,,
,209,179,179,179,179,189,,,,,,189,169,169,179,,,
7,8,9,10,11,12,13,,,5,6,7,8,9,10,11,,,
189,179,169,169,179,179,169,,,179,169,169,169,169,169,179,,,
14,15,16,17,18,19,20,,,12,13,14,15,16,17,18,,,
169,179,179,179,179,179,189,,,179,169,169,169,169,169,179,,,
21,22,23,24,25,26,27,,,19,20,21,22,23,24,25,,,
189,179,179,179,179,179,189,,,179,169,169,169,169,169,179,,,
28,29,30,,,,,,,26,27,28,27,30,31,,,,
189,189,189,,,,,,,179,169,169,169,179,189,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
WATERLOO,,1 HR MIN STARTING AT 179/HR,,,,,NOV,,WATERLOO,,1 HR MIN STARTING AT 179/HR,,,,,DEC,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,,,,,1,,,,1,2,3,4,5,6,,,
,,,,,,179,,,,179,159,159,159,159,169,,,
2,3,4,5,6,7,8,,,7,8,9,10,11,12,13,,,
179,169,169,169,169,169,179,,,169,159,159,159,159,159,169,,,
9,10,11,12,13,14,15,,,14,15,16,17,18,19,20,,,
179,169,169,169,169,169,179,,,169,159,159,159,159,159,169,,,
16,17,18,19,20,21,22,,,21,22,23,24,25,26,27,,,
179,169,169,169,169,169,179,,,169,159,159,159,189,189,189,,,
23,24,25,26,27,28,29,,,28,29,30,31,,,,,,
179,169,169,169,169,169,179,,,189,189,189,189,,,,,,
30,,,,,,,,,,,,,,,,,,
179,,,,,,,,,,,,,,,,,,
