,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
VANCOUVER - JULY,,,,,,,JUL,,VANCOUVER - AUGUST,,,,,,,AUG,,ONLY 3 MEN CREW TRUCKS AVAILABLE FOR LONG DISTANCE! OFFER 4TH GUY FOR A LOCAL MOVE ONLY! FOR LONG DISTANCE YOU CAN OFFER 4TH GUY TO HELP LOADING LOCALLY. OFFLOAD MUST BE 3 SINCE ONLY 3 CAN SIT IN THE TRUCK. 
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,,,,,1,,,,,1,2,3,4,5,,,
,,,,,,209/169,,,,,199,169/149,149,199/189,199/169,,,
2,3,4,5,6,7,8,,,6,7,8,9,10,11,12,,,
209/179,199/159,149,149,149,149,179,,,149,189/169,169,179,159,159,209/159,,,
9,10,11,12,13,14,15,,,13,14,15,16,17,18,19,,,
169,159,149,149,169,149,159,,,179,149,189/169,149,179,199/179,219/189,,,
16,17,18,19,20,21,22,,,20,21,22,23,24,25,26,,,
149,159,149,189/159,189/159,159,159,,,149,179,209/169,189/169,189/169,209/169,219/169,,,
23,24,25,26,27,28,29,,,27,28,29,30,31,,,,,
149,169,189/159,179/159,199/179,199/179,209/179,,,189,189/199,199/219,219/189,199/249,,,,,
30,31,,,,,,,,,,,,,,,,,
239/179,219/179,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
VANCOUVER - SEPTEMBER,,,,,,,SEP,,VANCOUVER - OCTOBER,,,,,,,OCT,,base price dropped to 139 oct 20
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,,,,1,2,,,1,2,3,4,5,6,7,,,
,,,,,239/189,219/179,,,199/179,199/179,149,149,149,149,149,,,
3,4,5,6,7,8,9,,,8,9,10,11,12,13,14,,,
199/179,199/179,199/179,169,149,149,179/169,,,149,149,149,149,149,149,149,,,
10,11,12,13,14,15,16,,,15,16,17,18,19,20,21,,,
159,159,149,149,189/169,189/179,189/169,,,149,149,149,149,149,149,139,,,
17,18,19,20,21,22,23,,,22,23,24,25,26,27,28,,,
159,179,149,159,179/159,179,199/169,,,139,149,139,139,139,149,149,,,
24,25,26,27,28,29,30,,,29,30,31,,,,,,,
199/179,189/169,179/159,199/189,209/169,219,209,,,159,149,159,,,,,,,
,,,,,,,,,,,,,,v,,,,
,,,,,,,,,,,,,,,,,,
VANCOUVER - NOVEMBER,,,,,,,NOV,,VANCOUVER - DECEMBER,,,,,,,DEC,,base price lowered for second half of december to 129
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,,1,2,3,4,,,,,,,,1,2,,,
,,,159,139,139,169,,,,,,,,189/159,189,,,
5,6,7,8,9,10,11,,,3,4,5,6,7,8,9,,,
139,139,139,139,139,139,149,,,169,159,139,149,139,169,169,,,
12,13,14,15,16,17,18,,,10,11,12,13,14,15,16,,,
119,139,119,169,169,139,139,,,139,139,139,139,139,149,159,,,
19,20,21,22,23,24,25,,,17,18,19,20,21,22,23,,,
119,119,119,119,119,139,149,,,149,129,129,149,129,139,129,,,
26,27,28,29,30,,,,,24,25,26,27,28,29,30,,,
119,129,139,149,199/179,,,,,129,129,129,129,149,149,149,,,
,,,,,,,,,31,,,,,,,,,
,,,,,,,,,139,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,1 Truck,  2   >   3   >   4,,2 Trucks,  4   >   5   >   6,,,,IMPORTANT NOTES,,,,,,,,,
,,119 > 179 > 259,,,238 > 298 > 358,,,,,,,,,,,,,
,,129 > 189 > 269,,,258 > 318 > 378,,,,ONLY 3 MEN CREW TRUCKS AVAILABLE FOR LONG DISTANCE! OFFER 4TH GUY FOR A LOCAL MOVE ONLY! FOR LONG DISTANCE YOU CAN OFFER 4TH GUY TO HELP LOADING LOCALLY. OFFLOAD MUST BE 3 SINCE ONLY 3 CAN SIT IN THE TRUCK. ,,,,,,,,,
,,139 > 199 > 279,,,278 > 338 > 398,,,,,,,,,,,,,
,,149 > 209 > 289,,,298 > 358 > 418,,,,,,,,,,,,,
,,159 > 219 > 299,,,318 > 378 > 438,,,,MIN PRICE: $149 ON REGULAR DAYS,,,,,,,,,
,,169 > 229 > 309,,,338 > 398 > 458,,,,,,,,,,,,,
,,179 > 239 > 319,,,358 > 418 > 478,,,,,,,,,,,,,
,,189 > 249 > 329,,,378 > 438 > 498,,,,,,,,,,,,,
,,199 > 259 > 339,,,398 > 458 > 518,,,,,,,,,,,,,
,,209 > 269 > 349,,,418 > 478 > 538,,,,,,,,,,,,,
,,219 > 279 > 359,,,438 > 498 > 558,,,,PLEASE REACH OUT TO THIS BRANCH FOR FLAT RATES IF THE CUSTOMER WANTS ONE AS THEY ARE HAPPY TO OFFER THEM ,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,VAUGHAN,,,,,,,APR,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,,,,,,,,,1,2,3,4,5,6,,,
,,,,,,,,,,169,159,159,159,159,159,,,
,,,,,,,,,7,8,9,10,11,12,13,,,
,,,,,,,,,159,159,159,159,159,159,159,,,
,,,,,,,,,14,15,16,17,18,19,20,,,
,,,,,,,,,159,159,159,159,159,159,159,,,
,,,,,,,,,21,22,23,24,25,26,27,,,
,,,,,,,,,159,159,159,159,159,159,159,,,
,,,,,,,,,28,29,30,,,,,,,
,,,,,,,,,159,159,169,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
VAUGHAN,,,,,,,MAY,,VAUGHAN,,,,,,,JUN,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,,1,2,3,4,,,,,,,,,1,,,
,,,169,159,159,159,,,,,,,,,169,,,
5,6,7,8,9,10,11,,,2,3,4,5,6,7,8,,,
159,159,159,159,159,159,159,,,159,159,159,159,159,159,159,,,
12,13,14,15,16,17,18,,,9,10,11,12,13,14,15,,,
159,159,159,159,159,159,159,,,159,159,159,159,159,159,159,,,
19,20,21,22,23,24,25,,,16,17,18,19,20,21,22,,,
159,159,159,159,159,159,159,,,159,159,159,159,159,159,159,,,
26,27,28,29,30,31,,,,23,24,25,26,27,28,29,,,
159,159,159,159,169,169,,,,159,159,159,159,159,159,159,,,
,,,,,,,,,30,,,,,,,,,
,,,,,,,,,169,,,,,,,,,
,,,,,,,,,,,,,,,,,,
VAUGHAN,,,,,,,JUL,,VAUGHAN,,,,,,,AUG,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,1,2,3,4,5,6,,,,,,,1,2,3,,,
,169,159,159,159,159,159,,,,,,,169,159,159,,,
7,8,9,10,11,12,13,,,4,5,6,7,8,9,10,,,
159,159,159,159,159,159,159,,,159,159,159,159,159,159,159,,,
14,15,16,17,18,19,20,,,11,12,13,14,15,16,17,,,
159,159,159,159,159,159,159,,,159,159,159,159,159,159,159,,,
21,22,23,24,25,26,27,,,18,19,20,21,22,23,24,,,
159,159,159,159,159,159,159,,,159,159,159,159,159,159,159,,,
28,29,30,31,,,,,,25,26,27,28,29,30,31,,,
159,159,169,169,,,,,,159,159,159,159,159,169,169,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
VAUGHAN,,,,,,,SEP,,VAUGHAN,,,,,,,OCT,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
1,2,3,4,5,6,7,,,,,1,2,3,4,5,,,
169,159,159,159,159,159,159,,,,,139,139,139,139,139,,,
8,9,10,11,12,13,14,,,6,7,8,9,10,11,12,,,
159,159,159,159,159,159,159,,,139,139,139,139,139,139,139,,,
15,16,17,18,19,20,21,,,13,14,15,16,17,18,19,,,
159,159,159,159,159,159,159,,,139,139,139,159,159,159,159,,,
22,23,24,25,26,27,28,,,20,21,22,23,24,25,26,,,
159,159,159,159,159,159,159,,,159,159,159,159,159,159,159,,,
29,30,,,,,,,,27,28,29,30,31,,,,,
159,169,,,,,,,,159,159,159,169,169,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
VAUGHAN,,,,,,,NOV,,VAUGHAN,,,,,,,DEC,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,,,,1,2,,,1,2,3,4,5,6,7,,,
,,,,,169,169,,,169,169,169,159,159,159,159,,,
3,4,5,6,7,8,9,,,8,9,10,11,12,13,14,,,
169,159,159,159,159,159,159,,,159,159,159,159,159,159,159,,,
10,11,12,13,14,15,16,,,15,16,17,18,19,20,21,,,
159,159,159,159,159,159,159,,,159,159,159,159,159,159,159,,,
17,18,19,20,21,22,23,,,22,23,24,25,26,27,28,,,
159,159,159,159,159,159,159,,,159,159,159,159,159,159,159,,,
24,25,26,27,28,29,30,,,29,30,31,,,,29,,,
159,159,159,159,159,159,169,,,159,169,169,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
2025,,,,,,,,,,,,,,,,,,
"VAUGHAN
",,1 HR MIN STARTING AT 179/HR NO DISCOUNTS,,,,,JAN,,"VAUGHAN
",,1 HR MIN STARTING AT 179/HR NO DISCOUNTS,,,,,FEB,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,,1,2,3,4,,,,,,,,,1,,,
,,,139,139,139,139,,,,,,,,,139,,,
5,6,7,8,9,10,11,,,2,3,4,5,6,7,8,,,
139,139,139,139,139,139,139,,,149,149,149,149,149,149,149,,,
12,13,14,15,16,17,18,,,9,10,11,12,13,14,15,,,
149,149,149,149,149,149,149,,,149,149,149,149,149,149,149,,,
19,20,21,22,23,24,25,,,16,17,18,19,20,21,22,,,
149,149,149,149,149,149,149,,,149,149,149,149,149,149,149,,,
26,27,28,29,30,31,,,,23,24,25,26,27,28,,,,
149,149,149,149,149,149,,,,149,149,149,149,149,149,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"VAUGHAN
",,1 HR MIN STARTING AT 179/HR NO DISCOUNTS,,,,,MAR,,"VAUGHAN
",,1 HR MIN STARTING AT 179/HR NO DISCOUNTS,,,,,APR,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,,,,,1,,,,,1,2,3,4,5,,,
,,,,,,159,,,,,159,159,159,159,159,,,
2,3,4,5,6,7,8,,,6,7,8,9,10,11,12,,,
159,159,159,159,159,159,159,,,159,159,159,159,159,159,159,,,
9,10,11,12,13,14,15,,,13,14,15,16,17,18,19,,,
159,159,159,159,159,159,159,,,159,159,159,159,159,159,159,,,
16,17,18,19,20,21,22,,,20,21,22,23,24,25,26,,,
159,159,159,159,159,159,159,,,159,159,159,159,159,159,159,,,
23,24,25,26,27,28,29,,,27,28,29,30,,,,,,
159,159,159,159,159,159,159,,,159,159,159,159,,,,,,
30,31,,,,,,,,,,,,,,,,,
159,159,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"VAUGHAN
",,1 HR MIN STARTING AT 179/HR ,,,,,MAY,,"VAUGHAN
",,1 HR MIN STARTING AT 179/HR ,,,,,JUN,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,,,1,2,3,,,1,2,3,4,5,6,7,,,
,,,,159,159,159,,,159,159,159,159,159,159,159,,,
4,5,6,7,8,9,10,,,8,9,10,11,12,13,14,,,
159,159,159,159,159,159,159,,,159,159,159,159,159,159,159,,,
11,12,13,14,15,16,17,,,15,16,17,18,19,20,21,,,
159,159,159,159,159,159,159,,,159,159,159,159,159,159,159,,,
18,19,20,21,22,23,24,,,22,23,24,25,26,27,28,,,
159,159,159,159,159,159,159,,,159,159,159,159,159,159,159,,,
25,26,27,28,29,30,31,,,29,30,,,,,29,,,
159,159,159,159,159,159,159,,,159,159,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"VAUGHAN
",,1 HR MIN STARTING AT 179/HR ,,,,,JUL,,"VAUGHAN
",,1 HR MIN STARTING AT 179/HR ,,,,,AUG,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,1,2,3,4,5,,,,,,,,1,2,,,
,,159,159,159,159,159,,,,,,,,159,159,,,
6,7,8,9,10,11,12,,,3,4,5,6,7,8,9,,,
159,159,159,159,159,159,159,,,159,159,159,159,159,159,159,,,
13,14,15,16,17,18,19,,,10,11,12,13,14,15,16,,,
159,159,159,159,159,159,159,,,159,159,159,159,159,159,159,,,
20,21,22,23,24,25,26,,,17,18,19,20,21,22,23,,,
159,159,159,159,159,159,159,,,159,159,159,159,159,159,159,,,
27,28,29,30,31,,,,,24,25,26,27,28,29,30,,,
159,159,159,159,159,,,,,159,159,159,159,159,159,159,,,
,,,,,,,,,31,,,,,,,,,
,,,,,,,,,159,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"VAUGHAN
",,1 HR MIN STARTING AT 179/HR ,,,,,SEP,,"VAUGHAN
",,1 HR MIN STARTING AT 179/HR ,,,,,OCT,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,1,2,3,4,5,6,,,,,,1,2,3,4,,,
,159,159,159,159,159,159,,,,,,159,159,159,159,,,
7,8,9,10,11,12,13,,,5,6,7,8,9,10,11,,,
159,159,159,159,159,159,159,,,159,159,159,159,159,159,159,,,
14,15,16,17,18,19,20,,,12,13,14,15,16,17,18,,,
159,159,159,159,159,159,159,,,159,159,159,159,159,159,159,,,
21,22,23,24,25,26,27,,,19,20,21,22,23,24,25,,,
159,159,159,159,159,159,159,,,159,159,159,159,159,159,159,,,
28,29,30,,,,,,,26,27,28,27,30,31,,,,
159,159,159,,,,,,,159,159,159,159,159,159,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"VAUGHAN
",,1 HR MIN STARTING AT 179/HR ,,,,,NOV,,"VAUGHAN
",,1 HR MIN STARTING AT 179/HR,,,,,DEC,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,,,,,1,,,,1,2,3,4,5,6,,,
,,,,,,159,,,,159,159,159,159,159,159,,,
2,3,4,5,6,7,8,,,7,8,9,10,11,12,13,,,
159,159,159,159,159,159,159,,,159,159,159,159,159,159,159,,,
9,10,11,12,13,14,15,,,14,15,16,17,18,19,20,,,
159,159,159,159,159,159,159,,,159,159,159,159,159,159,159,,,
16,17,18,19,20,21,22,,,21,22,23,24,25,26,27,,,
159,159,159,159,159,159,159,,,159,159,159,159,159,159,159,,,
23,24,25,26,27,28,29,,,28,29,30,31,,,,,,
159,159,159,159,159,159,159,,,159,159,159,159,,,,,,
30,,,,,,,,,,,,,,,,,,
159,,,,,,,,,,,,,,,,,,
