65,,,,,,,,,,,,,,,,,,
10,11,12,13,14,15,16,,,15,16,17,18,19,20,21,,,
129,129,129,129,129,129,139,,,129,129,129,129,129,129,129,,,
17,18,19,20,21,22,23,,,22,23,24,25,26,27,28,,,
129,129,129,129,129,129,139,,,129,129,129,129,129,129,129,,,
24,25,26,27,28,29,30,,,29,30,31,,,,,,,
129,129,129,129,129,139,139,,,129,129,139,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
ST CATHERINES,,,,,,,NOV,,ST CATHERINES,,,,,,,DEC,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,,1,2,3,4,,,,,,,,1,2,,,
,,,139,129,129,129,,,,,,,,129,139,,,base price dropped to 119 nov 9
5,6,7,8,9,10,11,,,3,4,5,6,7,8,9,,,
129,129,129,129,119,119,119,,,129,119,119,119,119,119,119,,,
12,13,14,15,16,17,18,,,10,11,12,133,14,15,16,,,
119,119,119,119,119,119,119,,,119,119,119,119,119,119,119,,,
19,20,21,22,23,24,25,,,17,18,19,20,21,22,23,,,
119,119,119,119,119,119,119,,,119,119,119,119,119,119,129,,,
26,27,28,29,30,,,,,24,25,26,27,28,29,30,,,
119,119,119,119,129,,,,,119,119,119,119,119,119,119,,,
,,,,,,,,,31,,,,,,,,,
,,,,,,,,,129,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,1 Truck,  2   >   3   >   4,,2 Trucks,  4   >   5   >   6,,,,IMPORTANT NOTES,,,,,,,,,
,,119 > 179 > 259,,,238 > 298 > 358,,,,,,,,,,,,,
,,129 > 189 > 269,,,258 > 318 > 378,,,,ONLY 3 MEN CREW TRUCKS AVAILABLE FOR LONG DISTANCE! OFFER 4TH GUY FOR A LOCAL MOVE ONLY! FOR LONG DISTANCE YOU CAN OFFER 4TH GUY TO HELP LOADING LOCALLY. OFFLOAD MUST BE 3 SINCE ONLY 3 CAN SIT IN THE TRUCK. ,,,,,,,,,
,,139 > 199 > 279,,,278 > 338 > 398,,,,,,,,,,,,,
,,149 > 209 > 289,,,298 > 358 > 418,,,,,,,,,,,,,
,,159 > 219 > 299,,,318 > 378 > 438,,,,,,,,,,,,,
,,169 > 229 > 309,,,338 > 398 > 458,,,,,,,,,,,,,
,,179 > 239 > 319,,,358 > 418 > 478,,,,MIN PRICE: $109,,,,,,,,,
,,189 > 249 > 329,,,378 > 438 > 498,,,,,,,,,,,,,
,,199 > 259 > 339,,,398 > 458 > 518,,,,,,,,,,,,,
,,209 > 269 > 349,,,418 > 478 > 538,,,,,,,,,,,,,
,,219 > 279 > 359,,,438 > 498 > 558,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,2024 CALENDAR ACTIVE AS OF DEC 8TH,,,,,,,,,
,,,,,,,,,,,,,,,,,,
ST. CATHERINES,,,,,,,JAN,,ST. CATHERINES,,,,,,,FEB,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,1,2,3,4,5,6,,,,,,,1,2,3,,,
,119,119,119,119,119,119,,,,,,,119,119,119,,,
7,8,9,10,11,12,13,,,4,5,6,7,8,9,10,,,
119,119,119,119,119,119,119,,,119,119,119,119,119,119,119,,,
14,15,16,17,18,19,20,,,11,12,13,14,15,16,17,,,
119,119,119,119,119,119,119,,,119,119,119,119,119,119,119,,,
21,22,23,24,25,26,27,,,18,19,20,21,22,23,24,,,
119,119,119,119,119,119,119,,,119,119,119,119,119,119,119,,,
28,29,30,31,,,,,,25,26,27,28,29,,,,,
119,119,119,119,,,,,,119,119,119,119,119,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
ST. CATHERINES,,,,,,,MAR,,ST. CATHERINES,,,,,,,APR,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,,,,1,2,,,,1,2,3,4,5,6,,,
,,,,,129,129,,,,139,139,139,139,139,139,,,
3,4,5,6,7,8,9,,,7,8,9,10,11,12,13,,,
129,129,129,129,129,129,129,,,139,139,139,139,139,139,139,,,
10,11,12,13,14,15,16,,,14,15,16,17,18,19,20,,,
129,129,129,129,129,129,129,,,139,139,139,139,139,139,139,,,
17,18,19,20,21,22,23,,,21,22,23,24,25,26,27,,,
129,129,129,129,129,129,129,,,139,139,139,139,139,139,139,,,
24,25,26,27,28,29,30,,,28,29,30,,,,,,,
129,129,129,129,129,129,129,,,139,139,139,,,,,,,
31,,,,,,,,,,,,,,,,,,
129,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
ST CATHERINES,,,,,,,MAY,,ST CATHERINES,,,,,,,JUN,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,,1,2,3,4,,,,,,,,,1,,,
,,,149,139,139,139,,,,,,,,,149,,,
5,6,7,8,9,10,11,,,2,3,4,5,6,7,8,,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,,
12,13,14,15,16,17,18,,,9,10,11,12,13,14,15,,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,,
19,20,21,22,23,24,25,,,16,17,18,19,20,21,22,,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,,
26,27,28,29,30,31,,,,23,24,25,26,27,28,29,,,
139,139,139,139,149,149,,,,139,139,139,139,139,139,139,,,
,,,,,,,,,30,,,,,,,,,
,,,,,,,,,149,,,,,,,,,
,,,,,,,,,,,,,,,,,,
ST CATHERINES,,,,,,,JUL,,ST CATHERINES,,,,,,,AUG,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,1,2,3,4,5,6,,,,,,,1,2,3,,,
,149,139,139,139,139,139,,,,,,,149,139,139,,,
7,8,9,10,11,12,13,,,4,5,6,7,8,9,10,,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,,
14,15,16,17,18,19,20,,,11,12,13,14,15,16,17,,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,,
21,22,23,24,25,26,27,,,18,19,20,21,22,23,24,,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,,
28,29,30,31,,,,,,25,26,27,28,29,30,31,,,
139,139,149,149,,,,,,139,139,139,139,139,149,149,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
ST CATHERINES,,,,,,,SEP,,ST CATHERINES,,,,,,,OCT,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
1,2,3,4,5,6,7,,,,,1,2,3,4,5,,,
149,139,139,139,139,139,139,,,,,149,139,139,139,139,,,
8,9,10,11,12,13,14,,,6,7,8,9,10,11,12,,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,,
15,16,17,18,19,20,21,,,13,14,15,16,17,18,19,,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,,
22,23,24,25,26,27,28,,,20,21,22,23,24,25,26,,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,,
29,30,,,,,,,,27,28,29,30,31,,,,,
139,149,,,,,,,,139,139,139,139,149,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
ST CATHERINES,,,,,,,NOV,,ST CATHERINES,,,,,,,DEC,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,,,,1,2,,,1,2,3,4,5,6,7,,,
,,,,,139,139,,,139,139,139,139,139,139,139,,,
3,4,5,6,7,8,9,,,8,9,10,11,12,13,14,,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,,
10,11,12,13,14,15,16,,,15,16,17,18,19,20,21,,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,,
17,18,19,20,21,22,23,,,22,23,24,25,26,27,28,,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,,
24,25,26,27,28,29,30,,,29,30,31,,,,29,,,
139,139,139,139,139,139,139,,,139,139,139,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
2025,,,,,,,,,,,,,,,,,,
ST CATHERINES,,1 HR MIN STARTING AT 179/HR NO DISCOUNTS,,,,,JAN,,ST CATHERINES,,1 HR MIN STARTING AT 179/HR NO DISCOUNTS,,,,,FEB,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,,1,2,3,4,,,,,,,,,1,,,
,,,139,139,139,139,,,,,,,,,139,,,
5,6,7,8,9,10,11,,,2,3,4,5,6,7,8,,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,,
12,13,14,15,16,17,18,,,9,10,11,12,13,14,15,,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,,
19,20,21,22,23,24,25,,,16,17,18,19,20,21,22,,,
139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,,
26,27,28,29,30,31,,,,23,24,25,26,27,28,,,,
139,139,139,139,139,139,,,,139,139,139,139,139,139,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
ST CATHERINES,,1 HR MIN STARTING AT 179/HR NO DISCOUNTS,,,,,MAR,,ST CATHERINES,,1 HR MIN STARTING AT 179/HR NO DISCOUNTS,,,,,APR,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,,,,,1,,,,,1,2,3,4,5,,,
,,,,,,169,,,,,169,169,169,149,149,,,
2,3,4,5,6,7,8,,,6,7,8,9,10,11,12,,,
169,169,149,149,149,149,149,,,149,149,149,149,149,149,149,,,
9,10,11,12,13,14,15,,,13,14,15,16,17,18,19,,,
149,149,149,149,149,149,149,,,149,149,149,149,149,149,149,,,
16,17,18,19,20,21,22,,,20,21,22,23,24,25,26,,,
149,149,149,149,149,149,149,,,149,149,149,149,149,149,149,,,
23,24,25,26,27,28,29,,,27,28,29,30,,,,,,
149,149,149,149,169,169,169,,,169,169,169,169,,,,,,
30,31,,,,,,,,,,,,,,,,,
169,169,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
ST CATHERINES,,1 HR MIN STARTING AT 179/HR ,,,,,MAY,,ST CATHERINES,,1 HR MIN STARTING AT 179/HR ,,,,,JUN,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,,,1,2,3,,,1,2,3,4,5,6,7,,,
,,,,169,169,169,,,169,169,169,149,149,149,149,,,
4,5,6,7,8,9,10,,,8,9,10,11,12,13,14,,,
149,149,149,149,149,149,149,,,149,149,149,149,149,149,149,,,
11,12,13,14,15,16,17,,,15,16,17,18,19,20,21,,,
149,149,149,149,149,149,149,,,149,149,149,149,149,149,149,,,
18,19,20,21,22,23,24,,,22,23,24,25,26,27,28,,,
149,149,149,149,149,149,149,,,149,149,149,149,149,169,169,,,
25,26,27,28,29,30,31,,,29,30,,,,,29,,,
149,149,169,169,169,169,169,,,169,169,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
ST CATHERINES,,1 HR MIN STARTING AT 179/HR ,,,,,JUL,,ST CATHERINES,,1 HR MIN STARTING AT 179/HR ,,,,,AUG,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,1,2,3,4,5,,,,,,,,1,2,,,
,,169,169,169,149,149,,,,,,,,169,169,,,
6,7,8,9,10,11,12,,,3,4,5,6,7,8,9,,,
149,149,149,149,149,149,149,,,169,149,149,149,149,149,149,,,
13,14,15,16,17,18,19,,,10,11,12,13,14,15,16,,,
149,149,149,149,149,149,149,,,149,149,149,149,149,149,149,,,
20,21,22,23,24,25,26,,,17,18,19,20,21,22,23,,,
149,149,149,149,149,149,149,,,149,149,149,149,149,149,149,,,
27,28,29,30,31,,,,,24,25,26,27,28,29,30,,,
169,169,169,169,169,,,,,149,149,149,169,169,169,169,,,
,,,,,,,,,31,,,,,,,,,
,,,,,,,,,169,,,,,,,,,
,,,,,,,,,,,,,,,,,,
ST CATHERINES,,1 HR MIN STARTING AT 179/HR ,,,,,SEP,,ST CATHERINES,,1 HR MIN STARTING AT 179/HR ,,,,,OCT,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,1,2,3,4,5,6,,,,,,1,2,3,4,,,
,169,169,169,149,149,149,,,,,,169,169,169,149,,,
7,8,9,10,11,12,13,,,5,6,7,8,9,10,11,,,
149,149,149,149,149,149,149,,,149,149,149,149,149,149,149,,,
14,15,16,17,18,19,20,,,12,13,14,15,16,17,18,,,
149,149,149,149,149,149,149,,,149,149,149,149,149,149,149,,,
21,22,23,24,25,26,27,,,19,20,21,22,23,24,25,,,
149,149,149,149,149,149,169,,,149,149,149,149,149,149,149,,,
28,29,30,,,,,,,26,27,28,27,30,31,,,,
169,169,169,,,,,,,149,149,149,169,169,169,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
ST CATHERINES,,1 HR MIN STARTING AT 179/HR ,,,,,NOV,,ST CATHERINES,,1 HR MIN STARTING AT 179/HR ,,,,,DEC,,
,,,,,,,,,,,,,,,,,,
SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,
,,,,,,1,,,,1,2,3,4,5,6,,,
,,,,,,169,,,,169,169,169,149,149,149,,,
2,3,4,5,6,7,8,,,7,8,9,10,11,12,13,,,
169,169,149,149,149,149,149,,,149,149,149,149,149,149,149,,,
9,10,11,12,13,14,15,,,14,15,16,17,18,19,20,,,
149,149,149,149,149,149,149,,,149,149,149,149,149,149,149,,,
16,17,18,19,20,21,22,,,21,22,23,24,25,26,27,,,
149,149,149,149,149,149,149,,,149,149,149,149,149,149,169,,,
23,24,25,26,27,28,29,,,28,29,30,31,,,,,,
149,149,149,149,169,169,169,,,169,169,169,169,,,,,,
30,,,,,,,,,,,,,,,,,,
169,,,,,,,,,,,,,,,,,,
