,,,,,,,,,,,,,,,,,,
,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,,1,2,3,4,5,6,,,,,,,,,,,CALENDAR CREATED JUNE 26TH AT 3PM
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,28,29,30,31,,,,,,25,26,27,28,29,30,,,
,,,,,,,,,,,159/149,159/149,159,159,159,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,Oakville,,,,,,,JUL,,Oakville,,,,,,,AUG,
,,,,,,,,,,,,,,,,,,
,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,,,,,,,1,,,,,1,2,3,4,5,,ONLY 3 MEN CREW TRUCKS AVAILABLE FOR LONG DISTANCE! OFFER 4TH GUY FOR A LOCAL MOVE ONLY! FOR LONG DISTANCE YOU CAN OFFER 4TH GUY TO HELP LOADING LOCALLY. OFFLOAD MUST BE 3 SINCE ONLY 3 CAN SIT IN THE TRUCK. 
,,,,,,,159,,,,,159,149,149,149,159,,
,2,3,4,5,6,7,8,,,6,7,8,9,10,11,12,,
,149,139,139,139,139,139,149,,,149,149,149,149,149,149,159,,$149 new standard price
,9,10,11,12,13,14,15,,,13,14,15,16,17,18,19,,
,149,149,149,149,149,149,159,,,149,149,149,149,149,149,159,,
,16,17,18,19,20,21,22,,,20,21,22,23,24,25,26,,
,149,149,149,149,149,149,159,,,149,149,149,149,149,149,159,,
,23,24,25,26,27,28,29,,,27,28,29,30,31,,,,
,149,149,149,149,149,159,159,,,149,149,149,149,159,,,,
,30,31,,,,,,,,,,,,,,,,
,159,169,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,Oakville,,,,,,,SEP,, Oakville,,,,,,,OCT,
,,,,,,,,,,,,,,,,,,
,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,,,,,,1,2,,,1,2,3,4,5,6,7,,
,,,,,,159,149,,,159,149,139,139,139,139,149,,
,3,4,5,6,7,8,9,,,8,9,10,11,12,13,14,,
,149,149,149,149,149,149,149,,,139,139,139,139,139,139,149,,
,10,11,12,13,14,15,16,,,15,16,17,18,19,20,21,,
,149,149,149,149,149,149,149,,,139,139,139,139,139,139,149,,
,17,18,19,20,21,22,23,,,22,23,24,25,26,27,28,,
,149,149,149,149,149,149,159,,,139,139,139,139,139,139,149,,
,24,25,26,27,28,29,30,,,29,30,31,,,,,,
,149,149,149,149,149,149,159,,,149,149,159,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,Oakville,,,,,,,NOV,,Oakville,,,,,,,DEC,base pricing dropped to 129 on nov 8
,,,,,,,,,,,,,,,,,,
,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,,,,1,2,3,4,,,,,,,,1,2,,
,,,,149,139,139,139,,,,,,,,159,149,,
,5,6,7,8,9,10,11,,,3,4,5,6,7,8,9,,
,139,139,139,139,129,139,139,,,149,149,159,149,149,149,159,,
,12,13,14,15,16,17,18,,,10,11,12,133,14,15,16,,
,129,129,129,129,139,129,139,,,149,149,149,149,149,149,159,,
,19,20,21,22,23,24,25,,,17,18,19,20,21,22,23,,
,129,139,129,149,149,149,149,,,149,149,149,149,149,149,159,,
,26,27,28,29,30,,,,,24,25,26,27,28,29,30,,
,149,149,159,129,159,,,,,149,149,149,149,149,149,149,,
,,,,,,,,,,31,,,,,,,,
,,,,,,,,,,159,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,1 Truck,  2   >   3   >   4,,2 Trucks,  4   >   5   >   6,,,,IMPORTANT NOTES,,,,,,,,
,,,119 > 179 > 259,,,238 > 298 > 358,,,,,,,,,,,,
1 Truck,,,129 > 189 > 269,,,258 > 318 > 378,,,,ONLY 3 MEN CREW TRUCKS AVAILABLE FOR LONG DISTANCE! OFFER 4TH GUY FOR A LOCAL MOVE ONLY! FOR LONG DISTANCE YOU CAN OFFER 4TH GUY TO HELP LOADING LOCALLY. OFFLOAD MUST BE 3 SINCE ONLY 3 CAN SIT IN THE TRUCK. ,,,,,,,,
,,,139 > 199 > 279,,,278 > 338 > 398,,,,,,,,,,,,
,,,149 > 209 > 289,,,298 > 358 > 418,,,,,,,,,,,,
,,,159 > 219 > 299,,,318 > 378 > 438,,,,,,,,,,,,
,,,169 > 229 > 309,,,338 > 398 > 458,,,,,,,,,,,,
,,,179 > 239 > 319,,,358 > 418 > 478,,,,MIN PRICE: $124 ON REGULAR DAYS,,,,,,,,
,,,189 > 249 > 329,,,378 > 438 > 498,,,,JAN 8TH: BASE RATE REDUCED TO $129,,,,,,,,
,,,199 > 259 > 339,,,398 > 458 > 518,,,,,,,,,,,,
,,,209 > 269 > 349,,,418 > 478 > 538,,,,,,,,,,,,
,,,219 > 279 > 359,,,438 > 498 > 558,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2024 CALENDAR ACTIVE AS OF DEC 8TH,,,,,,,,
,,,,,,,,,,,,,,,,,,
,OAKVILLE,,,,,,,JAN,,OAKVILLE,,,,,,,FEB,
,,,,,,,,,,,,,,,,,,
,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,,1,2,3,4,5,6,,,,,,,1,2,3,,
,,139,139,139,139,139,139,,,,,,,139,139,139,,
,7,8,9,10,11,12,13,,,4,5,6,7,8,9,10,,
,139,139,139,129,129,129,139,,,139,139,139,139,139,139,139,,
,14,15,16,17,18,19,20,,,11,12,13,14,15,16,17,,
,129,129,129,129,129,129,129,,,139,139,139,139,139,139,139,,
,21,22,23,24,25,26,27,,,18,19,20,21,22,23,24,,
,129,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
,28,29,30,31,,,,,,25,26,27,28,29,,,,
,139,139,139,139,,,,,,139,139,139,139,139,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,OAKVILLE,,,,,,,MAR,,OAKVILLE,,,,,,,APR,
,,,,,,,,,,,,,,,,,,
,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,,,,,,1,2,,,,1,2,3,4,5,6,,
,,,,,,139,139,,,,139,139,139,139,139,139,,
,3,4,5,6,7,8,9,,,7,8,9,10,11,12,13,,
,139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
,10,11,12,13,14,15,16,,,14,15,16,17,18,19,20,,
,139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
,17,18,19,20,21,22,23,,,21,22,23,24,25,26,27,,
,139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
,24,25,26,27,28,29,30,,,28,29,30,,,,,,
,139,139,139,139,139,139,139,,,139,139,139,,,,,,
,31,,,,,,,,,,,,,,,,,
,139,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,OAKVILLE,,,,,,,MAY,,OAKVILLE,,,,,,,JUN,
,,,,,,,,,,,,,,,,,,
,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,,,,1,2,3,4,,,,,,,,,1,,
,,,,139,139,139,139,,,,,,,,,149,,
,5,6,7,8,9,10,11,,,2,3,4,5,6,7,8,,
,139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
,12,13,14,15,16,17,18,,,9,10,11,12,13,14,15,,
,139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
,19,20,21,22,23,24,25,,,16,17,18,19,20,21,22,,
,139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
,26,27,28,29,30,31,,,,23,24,25,26,27,28,29,,
,139,139,139,139,149,149,,,,139,139,139,139,139,139,139,,
,,,,,,,,,,30,,,,,,,,
,,,,,,,,,,149,,,,,,,,
,,,,,,,,,,,,,,,,,,
,OAKVILLE,,,,,,,JUL,,OAKVILLE,,,,,,,AUG,
,,,,,,,,,,,,,,,,,,
,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,,1,2,3,4,5,6,,,,,,,1,2,3,,
,,149,139,139,139,139,139,,,,,,,149,139,139,,
,7,8,9,10,11,12,13,,,4,5,6,7,8,9,10,,
,139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
,14,15,16,17,18,19,20,,,11,12,13,14,15,16,17,,
,139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
,21,22,23,24,25,26,27,,,18,19,20,21,22,23,24,,
,139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
,28,29,30,31,,,,,,25,26,27,28,29,30,31,,
,139,139,149,149,,,,,,139,139,139,139,139,149,149,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,OAKVILLE,,,,,,,SEP,,OAKVILLE,,,,,,,OCT,
,,,,,,,,,,,,,,,,,,
,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,1,2,3,4,5,6,7,,,,,1,2,3,4,5,,
,149,139,139,139,139,139,139,,,,,139,139,139,139,139,,
,8,9,10,11,12,13,14,,,6,7,8,9,10,11,12,,
,139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
,15,16,17,18,19,20,21,,,13,14,15,16,17,18,19,,
,139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
,22,23,24,25,26,27,28,,,20,21,22,23,24,25,26,,
,139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
,29,30,,,,,,,,27,28,29,30,31,,,,
,139,149,,,,,,,,139,139,139,139,139,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,OAKVILLE,,,,,,,NOV,,OAKVILLE,,,,,,,DEC,
,,,,,,,,,,,,,,,,,,
,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,,,,,,1,2,,,1,2,3,4,5,6,7,,
,,,,,,199,139,,,139,139,139,139,139,139,139,,
,3,4,5,6,7,8,9,,,8,9,10,11,12,13,14,,
,139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
,10,11,12,13,14,15,16,,,15,16,17,18,19,20,21,,
,139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
,17,18,19,20,21,22,23,,,22,23,24,25,26,27,28,,
,139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
,24,25,26,27,28,29,30,,,29,30,31,,,,29,,
,139,139,139,139,139,179,179,,,139,139,139,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,2025,,,,,,,,,,,,,,,,,
,OAKVILLE,,1 HR MIN STARTING AT 179/HR NO DISCOUNTS,,,,,JAN,,OAKVILLE,,1 HR MIN STARTING AT 179/HR NO DISCOUNTS,,,,,FEB,
,,,,,,,,,,,,,,,,,,
,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,,,,1,2,3,4,,,,,,,,,1,,
,,,,139,139,139,139,,,,,,,,,139,,
,5,6,7,8,9,10,11,,,2,3,4,5,6,7,8,,
,139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
,12,13,14,15,16,17,18,,,9,10,11,12,13,14,15,,
,139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
,19,20,21,22,23,24,25,,,16,17,18,19,20,21,22,,
,139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
,26,27,28,29,30,31,,,,23,24,25,26,27,28,,,
,139,139,139,139,139,139,,,,139,139,139,139,139,139,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,OAKVILLE,,1 HR MIN STARTING AT 179/HR NO DISCOUNTS,,,,,MAR,,OAKVILLE,,1 HR MIN STARTING AT 179/HR NO DISCOUNTS,,,,,APR,
,,,,,,,,,,,,,,,,,,
,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,,,,,,,1,,,,,1,2,3,4,5,,
,,,,,,,139,,,,,139,139,139,139,139,,
,2,3,4,5,6,7,8,,,6,7,8,9,10,11,12,,
,139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
,9,10,11,12,13,14,15,,,13,14,15,16,17,18,19,,
,139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
,16,17,18,19,20,21,22,,,20,21,22,23,24,25,26,,
,139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
,23,24,25,26,27,28,29,,,27,28,29,30,,,,,
,139,139,139,139,139,139,139,,,139,139,139,139,,,,,
,30,31,,,,,,,,,,,,,,,,
,139,139,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,OAKVILLE,,1 HR MIN STARTING AT 179/HR ,,,,,MAY,,OAKVILLE,,1 HR MIN STARTING AT 179/HR ,,,,,JUN,
,,,,,,,,,,,,,,,,,,
,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,,,,,1,2,3,,,1,2,3,4,5,6,7,,
,,,,,139,139,139,,,139,139,139,139,139,139,139,,
,4,5,6,7,8,9,10,,,8,9,10,11,12,13,14,,
,139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
,11,12,13,14,15,16,17,,,15,16,17,18,19,20,21,,
,139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
,18,19,20,21,22,23,24,,,22,23,24,25,26,27,28,,
,139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
,25,26,27,28,29,30,31,,,29,30,,,,,29,,
,139,139,139,139,139,139,139,,,139,139,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,OAKVILLE,,1 HR MIN STARTING AT 179/HR ,,,,,JUL,,OAKVILLE,,1 HR MIN STARTING AT 179/HR ,,,,,AUG,
,,,,,,,,,,,,,,,,,,
,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,,,1,2,3,4,5,,,,,,,,1,2,,
,,,139,139,139,139,139,,,,,,,,139,139,,
,6,7,8,9,10,11,12,,,3,4,5,6,7,8,9,,
,139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
,13,14,15,16,17,18,19,,,10,11,12,13,14,15,16,,
,139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
,20,21,22,23,24,25,26,,,17,18,19,20,21,22,23,,
,139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
,27,28,29,30,31,,,,,24,25,26,27,28,29,30,,
,139,139,139,139,139,,,,,139,139,139,139,139,139,139,,
,,,,,,,,,,31,,,,,,,,
,,,,,,,,,,139,,,,,,,,
,,,,,,,,,,,,,,,,,,
,OAKVILLE,,1 HR MIN STARTING AT 179/HR ,,,,,SEP,,OAKVILLE,,1 HR MIN STARTING AT 179/HR ,,,,,OCT,
,,,,,,,,,,,,,,,,,,
,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,,1,2,3,4,5,6,,,,,,1,2,3,4,,
,,139,139,139,139,139,139,,,,,,139,139,139,139,,
,7,8,9,10,11,12,13,,,5,6,7,8,9,10,11,,
,139,139,139,139,139,139,139,,,159,139,139,139,139,139,139,,
,14,15,16,17,18,19,20,,,12,13,14,15,16,17,18,,
,139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
,21,22,23,24,25,26,27,,,19,20,21,22,23,24,25,,
,139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
,28,29,30,,,,,,,26,27,28,27,30,31,,,
,139,139,139,,,,,,,139,139,139,139,139,139,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,OAKVILLE,,1 HR MIN STARTING AT 179/HR ,,,,,NOV,,OAKVILLE,,1 HR MIN STARTING AT 179/HR ,,,,,DEC,
,,,,,,,,,,,,,,,,,,
,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,,
,,,,,,,1,,,,1,2,3,4,5,6,,
,,,,,,,139,,,,139,139,139,139,139,139,,
,2,3,4,5,6,7,8,,,7,8,9,10,11,12,13,,
,139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
,9,10,11,12,13,14,15,,,14,15,16,17,18,19,20,,
,139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
,16,17,18,19,20,21,22,,,21,22,23,24,25,26,27,,
,139,139,139,139,139,139,139,,,139,139,139,139,139,139,139,,
,23,24,25,26,27,28,29,,,28,29,30,31,,,,,
,139,139,139,139,139,139,139,,,139,139,139,139,,,,,
,30,,,,,,,,,,,,,,,,,
,139,,,,,,,,,,,,,,,,,
